gene_id	gene_symbol	ENTREZ	HGNC_ID	PTV_count	PTV_p_val	PTV_MPC3_count	PTV_MPC3_p_val	PTV_MPC2_count	PTV_MPC2_p_val	MPC3_count	MPC2_count	MPC2_p_val
ENSG00000085733	CTTN	2017	3338	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085741	WNT11	7481	12776	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085760	MTIF2	4528	7441	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085788	DDHD2	23259	29106	1	0.019815096	NA	NA	NA	NA	NA	NA	NA
ENSG00000085831	TTC39A	22996	18657	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085832	EPS15	2060	3419	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085840	ORC1	4998	8487	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085871	MGST2	4258	7063	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085872	CHERP	10523	16930	0	1	0	1	0	1	0	0	1
ENSG00000085978	ATG16L1	55054	21498	0	1	NA	NA	0	1	NA	0	1
ENSG00000085982	USP40	55230	20069	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085998	POMGNT1	55624	19139	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000085999	RAD54L	8438	9826	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086015	MAST2	23139	19035	0	1	NA	NA	0	1	NA	0	1
ENSG00000086061	DNAJA1	3301	5229	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086062	B4GALT1	2683	924	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086065	CHMP5	51510	26942	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086102	NFX1	4799	7803	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086159	AQP6	363	639	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086189	DIMT1	27292	30217	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086200	IPO11	51194	20628	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086205	FOLH1	2346	3788	0	1	NA	NA	0	1	NA	0	1
ENSG00000086232	EIF2AK1	27102	24921	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086288	NME8	51314	16473	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086289	EPDR1	54749	17572	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086300	SNX10	29887	14974	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086475	SEPHS1	22929	19685	0	1	NA	NA	0	1	NA	0	1
ENSG00000086504	MRPL28	10573	14484	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086506	HBQ1	3049	4833	0	1	NA	NA	0	1	NA	0	1
ENSG00000086544	ITPKC	80271	14897	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086548	CEACAM6	4680	1818	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086570	FAT2	2196	3596	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086589	RBM22	55696	25503	0	1	0	1	0	1	0	0	1
ENSG00000086598	TMED2	10959	16996	0	1	NA	NA	0	1	NA	0	1
ENSG00000086619	ERO1LB	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086666	ZFAND6	54469	30164	0	1	NA	NA	0	1	NA	0	1
ENSG00000086696	HSD17B2	3294	5211	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086712	TXLNG	55787	18578	0	1	0	1	0	1	0	0	1
ENSG00000086717	PPEF1	5475	9243	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086730	LAT2	7462	12749	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086758	HUWE1	10075	30892	0	1	NA	NA	1	0.22564158	NA	1	0.163458696
ENSG00000086827	ZW10	9183	13194	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086848	ALG9	79796	15672	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086967	MYBPC2	4606	7550	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000086991	NOX4	50507	7891	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087008	ACOX3	8310	121	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087053	MTMR2	8898	7450	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087074	PPP1R15A	23645	14375	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087076	HSD17B14	51171	23238	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087077	TRIP6	7205	12311	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087085	ACHE	43	108	0	1	NA	NA	0	1	NA	0	1
ENSG00000087086	FTL	2512	3999	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087087	SRRT	51593	24101	0	1	NA	NA	0	1	NA	0	1
ENSG00000087088	BAX	581	959	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087095	NLK	51701	29858	0	1	NA	NA	0	1	NA	0	1
ENSG00000087111	PIGS	94005	14937	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087116	ADAMTS2	9509	218	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087128	TMPRSS11E	28983	24465	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087152	ATXN7L3	56970	25416	0	1	NA	NA	0	1	NA	0	1
ENSG00000087157	PGS1	9489	30029	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087191	PSMC5	5705	9552	0	1	0	1	2	0.002228003	0	2	0.001464108
ENSG00000087206	UIMC1	51720	30298	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087237	CETP	1071	1869	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087245	MMP2	4313	7166	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087250	MT3	4504	7408	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087253	LPCAT2	54947	26032	0	1	NA	NA	0	1	NA	0	1
ENSG00000087258	GNAO1	2775	4389	0	1	0	1	1	0.051646306	0	1	0.042302992
ENSG00000087263	OGFOD1	55239	25585	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087266	SH3BP2	6452	10825	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087269	NOP14	8602	16821	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087274	ADD1	118	243	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087299	L2HGDH	79944	20499	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087301	TXNDC16	57544	19965	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087302	C14orf166	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087303	NID2	22795	13389	0	1	NA	NA	0	1	NA	0	1
ENSG00000087338	GMCL1	64395	23843	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087365	SF3B2	10992	10769	0	1	0	1	1	0.09060068	0	1	0.06164574
ENSG00000087448	KLHL42	57542	29252	0	1	NA	NA	0	1	NA	0	1
ENSG00000087460	GNAS	2778	4392	0	1	0	1	0	1	0	0	1
ENSG00000087470	DNM1L	10059	2973	0	1	0	1	0	1	0	0	1
ENSG00000087494	PTHLH	5744	9607	0	1	NA	NA	0	1	NA	0	1
ENSG00000087495	PHACTR3	116154	15833	0	1	NA	NA	0	1	NA	0	1
ENSG00000087502	ERGIC2	51290	30208	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087510	TFAP2C	7022	11744	0	1	NA	NA	0	1	NA	0	1
ENSG00000087586	AURKA	6790	11393	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087589	CASS4	57091	15878	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087842	PIR	8544	30048	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087884	AAMDC	28971	30205	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087903	RFX2	5990	9983	0	1	NA	NA	0	1	NA	0	1
ENSG00000087916	SLC6A14	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000087995	METTL2A	339175	25755	0	1	0	1	0	1	0	0	1
ENSG00000088002	SULT2B1	6820	11459	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088035	ALG6	29929	23157	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088038	CNOT3	4849	7879	0	1	0	1	0	1	0	0	1
ENSG00000088053	GP6	51206	14388	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088179	PTPN4	5775	9656	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088205	DDX18	8886	2741	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088247	KHSRP	8570	6316	0	1	NA	NA	0	1	NA	0	1
ENSG00000088256	GNA11	2767	4379	0	1	0	1	0	1	0	0	1
ENSG00000088280	ASAP3	55616	14987	0	1	0	1	0	1	0	0	1
ENSG00000088298	EDEM2	55741	15877	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088305	DNMT3B	1789	2979	0	1	NA	NA	0	1	NA	0	1
ENSG00000088320	REM1	28954	15922	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088325	TPX2	22974	1249	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088356	PDRG1	81572	16119	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088367	EPB41L1	2036	3378	0	1	NA	NA	0	1	NA	0	1
ENSG00000088386	SLC15A1	6564	10920	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088387	DOCK9	23348	14132	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088448	ANKRD10	55608	20265	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088451	TGDS	23483	20324	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088538	DOCK3	1795	2989	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088543	C3orf18	51161	24837	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088682	COQ9	57017	25302	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088726	TMEM40	55287	25620	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088727	KIF9	64147	16666	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088756	ARHGAP28	79822	25509	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088766	CRLS1	54675	16148	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088782	DEFB127	140850	16206	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088808	PPP1R13B	23368	14950	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088812	ATRN	8455	885	0	1	NA	NA	0	1	NA	0	1
ENSG00000088826	SMOX	54498	15862	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088827	SIGLEC1	6614	11127	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088832	FKBP1A	2280	3711	0	1	0	1	0	1	0	0	1
ENSG00000088833	NSFL1C	55968	15912	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088836	SLC4A11	83959	16438	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088854	C20orf194	25943	17721	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088876	ZNF343	79175	16017	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088881	EBF4	57593	29278	0	1	NA	NA	0	1	NA	0	1
ENSG00000088882	CPXM1	56265	15771	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088888	MAVS	57506	29233	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088926	F11	2160	3529	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000088930	XRN2	22803	12836	0	1	0	1	0	1	0	0	1
ENSG00000088986	DYNLL1	8655	15476	0	1	0	1	0	1	0	0	1
ENSG00000088992	TESC	54997	26065	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089006	SNX5	27131	14969	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089009	RPL6	6128	10362	0	1	NA	NA	0	1	NA	0	1
ENSG00000089012	SIRPG	55423	15757	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089022	MAPKAPK5	8550	6889	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089041	P2RX7	5027	8537	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089048	ESF1	51575	15898	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089050	RBBP9	10741	9892	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089053	ANAPC5	51433	15713	0	1	NA	NA	0	1	NA	0	1
ENSG00000089057	SLC23A2	9962	10973	0	1	NA	NA	0	1	NA	0	1
ENSG00000089060	SLC8B1	80024	26175	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089063	TMEM230	29058	15876	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089091	DZANK1	55184	15858	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089094	KDM2B	84678	13610	0	1	NA	NA	0	1	NA	0	1
ENSG00000089101	C20orf26	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089116	LHX5	64211	14216	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089123	TASP1	55617	15859	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089127	OAS1	4938	8086	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089154	GCN1L1	NA	NA	0	1	0	1	0	1	0	0	1
ENSG00000089157	RPLP0	6175	10371	0	1	NA	NA	0	1	NA	0	1
ENSG00000089159	PXN	5829	9718	0	1	NA	NA	0	1	NA	0	1
ENSG00000089163	SIRT4	23409	14932	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089169	RPH3A	22895	17056	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089177	KIF16B	55614	15869	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089195	TRMT6	51605	20900	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089199	CHGB	1114	1930	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089220	PEBP1	5037	8630	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089225	TBX5	6910	11604	0	1	NA	NA	0	1	NA	0	1
ENSG00000089234	BRAP	8315	1099	0	1	0	1	0	1	0	0	1
ENSG00000089248	ERP29	10961	13799	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089250	NOS1	4842	7872	0	1	0	1	0	1	0	0	1
ENSG00000089280	FUS	2521	4010	0	1	NA	NA	0	1	NA	0	1
ENSG00000089327	FXYD5	53827	4029	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089335	ZNF302	55900	13848	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089351	GRAMD1A	57655	29305	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089356	FXYD3	5349	4027	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089472	HEPH	9843	4866	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089486	CDIP1	29965	13234	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089505	CMTM1	113540	19172	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089558	KCNH4	23415	6253	0	1	NA	NA	0	1	NA	0	1
ENSG00000089597	GANAB	23193	4138	0	1	NA	NA	0	1	NA	0	1
ENSG00000089639	GMIP	51291	24852	0	1	NA	NA	0	1	NA	0	1
ENSG00000089682	RBM41	55285	25617	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089685	BIRC5	332	593	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089692	LAG3	3902	6476	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089693	MLF2	8079	7126	0	1	0	1	0	1	0	0	1
ENSG00000089723	OTUB2	78990	20351	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089737	DDX24	57062	13266	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089775	ZBTB25	7597	13112	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089818	NECAP1	25977	24539	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089820	ARHGAP4	393	674	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089847	ANKRD24	170961	29424	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089876	DHX32	55760	16717	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000089902	RCOR1	23186	17441	0	1	NA	NA	0	1	NA	0	1
ENSG00000089916	GPATCH2L	55668	20210	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090006	LTBP4	8425	6717	0	1	NA	NA	0	1	NA	0	1
ENSG00000090013	BLVRB	645	1063	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090020	SLC9A1	6548	11071	0	1	NA	NA	0	1	NA	0	1
ENSG00000090054	SPTLC1	10558	11277	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090060	PAPOLA	10914	14981	0	1	0	1	0	1	0	0	1
ENSG00000090061	CCNK	8812	1596	0	1	0	1	0	1	0	0	1
ENSG00000090097	PCBP4	57060	8652	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090104	RGS1	5996	9991	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090238	YPEL3	83719	18327	0	1	0	1	0	1	0	0	1
ENSG00000090263	MRPS33	51650	16634	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090266	NDUFB2	4708	7697	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090273	NUDC	10726	8045	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090316	MAEA	10296	13731	1	0.006755451	NA	NA	1	0.040945248	NA	0	1
ENSG00000090339	ICAM1	3383	5344	1	0.006973204	NA	NA	NA	NA	NA	NA	NA
ENSG00000090372	STRN4	29888	15721	0	1	0	1	0	1	0	0	1
ENSG00000090376	IRAK3	11213	17020	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090382	LYZ	4069	6740	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090402	SI	6476	10856	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090432	MUL1	79594	25762	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090447	TFAP4	7023	11745	0	1	0	1	0	1	0	0	1
ENSG00000090470	PDCD7	10081	8767	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090487	SPG21	51324	20373	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090512	FETUB	26998	3658	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090520	DNAJB11	51726	14889	0	1	NA	NA	0	1	NA	0	1
ENSG00000090530	LEPREL1	NA	NA	0	1	0	1	0	1	0	0	1
ENSG00000090534	THPO	7066	11795	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090539	CHRD	8646	1949	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090554	FLT3LG	2323	3766	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090565	RAB11FIP3	9727	17224	0	1	NA	NA	0	1	NA	0	1
ENSG00000090581	GNPTG	84572	23026	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090612	ZNF268	10795	13061	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090615	GOLGA3	2802	4426	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090621	PABPC4	8761	8557	0	1	0	1	0	1	0	0	1
ENSG00000090659	CD209	30835	1641	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090661	CERS4	79603	23747	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090674	MCOLN1	57192	13356	0	1	0	1	0	1	0	0	1
ENSG00000090686	USP48	84196	18533	0	1	0	1	0	1	0	0	1
ENSG00000090776	EFNB1	1947	3226	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090857	PDPR	55066	30264	0	1	0	1	0	1	0	0	1
ENSG00000090861	AARS	16	20	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090863	GLG1	2734	4316	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090889	KIF4A	24137	13339	0	1	0	1	0	1	0	0	1
ENSG00000090905	TNRC6A	27327	11969	0	1	0	1	0	1	0	0	1
ENSG00000090920	FCGBP	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090924	PLEKHG2	64857	29515	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090932	DLL3	10683	2909	0	1	NA	NA	0	1	NA	0	1
ENSG00000090971	NAT14	57106	28918	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000090975	PITPNM2	57605	21044	0	1	NA	NA	0	1	NA	0	1
ENSG00000090989	EXOC1	55763	30380	0	1	NA	NA	0	1	NA	0	1
ENSG00000091009	RBM27	54439	29243	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091010	POU4F3	5459	9220	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091039	OSBPL8	114882	16396	0	1	0	1	0	1	0	0	1
ENSG00000091073	DTX2	113878	15973	0	1	0	1	0	1	0	0	1
ENSG00000091106	NLRC4	58484	16412	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091127	PUS7	54517	26033	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091128	LAMB4	22798	6491	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091129	NRCAM	4897	7994	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091136	LAMB1	3912	6486	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091137	SLC26A4	5172	8818	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091138	SLC26A3	1811	3018	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091140	DLD	1738	2898	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091157	WDR7	23335	13490	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091164	TXNL1	9352	12436	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091181	IL5RA	3568	6017	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091262	ABCC6	368	57	0	1	0	1	0	1	0	0	1
ENSG00000091317	CMTM6	54918	19177	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091409	ITGA6	3655	6142	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091428	RAPGEF4	11069	16626	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091482	SMPX	23676	11122	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091483	FH	2271	3700	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091490	SEL1L3	23231	29108	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091513	TF	7018	11740	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091527	CDV3	55573	26928	0	1	0	1	0	1	0	0	1
ENSG00000091536	MYO15A	51168	7594	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091542	ALKBH5	54890	25996	0	1	0	1	0	1	0	0	1
ENSG00000091583	APOH	350	616	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091592	NLRP1	22861	14374	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091622	PITPNM3	83394	21043	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091640	SPAG7	9552	11216	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091651	ORC6	23594	17151	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091656	ZFHX4	79776	30939	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091664	SLC17A6	57084	16703	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091704	CPA1	1357	2296	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091732	ZC3HC1	51530	29913	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091831	ESR1	2099	3467	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091844	RGS17	26575	14088	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091879	ANGPT2	285	485	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091947	TMEM101	84336	28653	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091972	CD200	4345	7203	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000091986	CCDC80	151887	30649	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092009	CMA1	1215	2097	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092010	PSME1	5720	9568	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092020	PPP2R3C	55012	17485	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092036	HAUS4	54930	20163	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092051	JPH4	84502	20156	0	1	0	1	0	1	0	0	1
ENSG00000092054	MYH7	4625	7577	0	1	0	1	0	1	0	0	1
ENSG00000092067	CEBPE	1053	1836	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092068	SLC7A8	23428	11066	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092094	OSGEP	55644	18028	0	1	0	1	0	1	0	0	1
ENSG00000092096	SLC22A17	51310	23095	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092098	RNF31	55072	16031	0	1	NA	NA	0	1	NA	0	1
ENSG00000092108	SCFD1	23256	20726	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092140	G2E3	55632	20338	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092148	HECTD1	25831	20157	0	1	NA	NA	0	1	NA	0	1
ENSG00000092199	HNRNPC	3183	5035	0	1	0	1	0	1	0	0	1
ENSG00000092200	RPGRIP1	57096	13436	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092201	SUPT16H	11198	11465	0	1	0	1	0	1	0	0	1
ENSG00000092203	TOX4	9878	20161	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092208	GEMIN2	8487	10884	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092295	TGM1	7051	11777	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092330	TINF2	26277	11824	0	1	NA	NA	0	1	NA	0	1
ENSG00000092345	DAZL	1618	2685	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092421	SEMA6A	57556	10738	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092439	TRPM7	54822	17994	0	1	NA	NA	0	1	NA	0	1
ENSG00000092445	TYRO3	7301	12446	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092470	WDR76	79968	25773	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092529	CAPN3	825	1480	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092531	SNAP23	8773	11131	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092607	TBX15	6913	11594	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092621	PHGDH	26227	8923	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092758	COL9A3	1299	2219	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092820	EZR	7430	12691	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092841	MYL6	4637	7587	0	1	NA	NA	NA	NA	NA	NA	NA
ENSG00000092847	AGO1	26523	3262	0	1	1	0.0508054233031133	1	0.164575983	1	1	0.143024461
