gene_symbol	Gene.ID
CTNNA1	ENSG00000044115
CTNNA2	ENSG00000066032
CTNNAL1	ENSG00000119326
CTNNB1	ENSG00000168036
CTNND2	ENSG00000169862
CTPS1	ENSG00000171793
CTPS2	ENSG00000047230
CTR9	ENSG00000198730
CTRB1	ENSG00000168925
CTSS	ENSG00000163131
CTTNBP2NL	ENSG00000143079
CTU1	ENSG00000142544
CTXN1	ENSG00000178531
CUL1	ENSG00000055130
CUL2	ENSG00000108094
CUL3	ENSG00000036257
CUL4A	ENSG00000139842
CUL4B	ENSG00000158290
CUL5	ENSG00000166266
CUL9	ENSG00000112659
CUX1	ENSG00000257923
CUX2	ENSG00000111249
CWC15	ENSG00000150316
CWC25	ENSG00000108296
CXADR	ENSG00000154639
CXCL14	ENSG00000145824
CXCR3	ENSG00000186810
CXCR4	ENSG00000121966
CXCR5	ENSG00000160683
CXorf40A	ENSG00000197620
CXorf40B	ENSG00000197021
CXorf56	ENSG00000018610
CXorf57	ENSG00000147231
CXXC1	ENSG00000154832
CXXC5	ENSG00000171604
CYB5D1	ENSG00000182224
CYBB	ENSG00000165168
CYCS	ENSG00000172115
CYFIP1	ENSG00000068793
CYFIP2	ENSG00000055163
CYLD	ENSG00000083799
CYP21A2	ENSG00000231852
CYP26A1	ENSG00000095596
CYP26B1	ENSG00000003137
CYP26C1	ENSG00000187553
CYP2A6	ENSG00000255974
CYP2A7	ENSG00000198077
CYP2F1	ENSG00000197446
CYP2U1	ENSG00000155016
CYP46A1	ENSG00000036530
CYP4A11	ENSG00000187048
CYP4A22	ENSG00000162365
CYP4F3	ENSG00000186529
CYP4Z1	ENSG00000186160
CYTH1	ENSG00000108669
CYTH2	ENSG00000105443
CYTH3	ENSG00000008256
DAB2IP	ENSG00000136848
DACH1	ENSG00000165659
DACT1	ENSG00000165617
DAD1	ENSG00000129562
DAGLA	ENSG00000134780
DALRD3	ENSG00000178149
DAPK3	ENSG00000167657
DAPP1	ENSG00000070190
DAXX	ENSG00000204209
DAZAP1	ENSG00000071626
DBN1	ENSG00000113758
DBNL	ENSG00000136279
DBP	ENSG00000105516
DCAF10	ENSG00000122741
DCAF11	ENSG00000100897
DCAF12L1	ENSG00000198889
DCAF15	ENSG00000132017
DCAF4L1	ENSG00000182308
DCAF5	ENSG00000139990
DCAF7	ENSG00000136485
DCAF8	ENSG00000132716
DCDC2	ENSG00000146038
DCHS1	ENSG00000166341
DCLK1	ENSG00000133083
DCLK2	ENSG00000170390
DCST1	ENSG00000163357
DCTN1	ENSG00000204843
DCTN2	ENSG00000175203
DCTN5	ENSG00000166847
DCUN1D1	ENSG00000043093
DCUN1D5	ENSG00000137692
DCX	ENSG00000077279
DDA1	ENSG00000130311
DDAH1	ENSG00000153904
DDAH2	ENSG00000213722
DDB1	ENSG00000167986
DDI2	ENSG00000197312
DDN	ENSG00000181418
DDX19A	ENSG00000168872
DDX19B	ENSG00000157349
DDX21	ENSG00000165732
DDX23	ENSG00000174243
DDX27	ENSG00000124228
DDX39A	ENSG00000123136
DDX39B	ENSG00000198563
DDX3X	ENSG00000215301
DDX4	ENSG00000152670
DDX41	ENSG00000183258
DDX42	ENSG00000198231
DDX46	ENSG00000145833
DDX6	ENSG00000110367
DEAF1	ENSG00000177030
DEDD	ENSG00000158796
DEDD2	ENSG00000160570
DEF6	ENSG00000023892
DEF8	ENSG00000140995
DEFA3	ENSG00000239839
DEFB104A	ENSG00000176782
DEFB106A	ENSG00000186579
DEGS2	ENSG00000168350
DENND1C	ENSG00000205744
DENND4A	ENSG00000174485
DENND4B	ENSG00000198837
DEPDC5	ENSG00000100150
DERL2	ENSG00000072849
DES	ENSG00000175084
DESI2	ENSG00000121644
DEXI	ENSG00000182108
DFNB31	ENSG00000095397
DGAT2	ENSG00000062282
DGCR8	ENSG00000128191
DGKA	ENSG00000065357
DGKI	ENSG00000157680
DGKQ	ENSG00000145214
DGKZ	ENSG00000149091
DHCR24	ENSG00000116133
DHFR	ENSG00000228716
DHH	ENSG00000139549
DHRS11	ENSG00000108272
DHRS3	ENSG00000162496
DHRS4	ENSG00000157326
DHX15	ENSG00000109606
DHX16	ENSG00000204560
DHX30	ENSG00000132153
DHX37	ENSG00000150990
DHX38	ENSG00000140829
DHX40	ENSG00000108406
DHX8	ENSG00000067596
DHX9	ENSG00000135829
DICER1	ENSG00000100697
DIO3	ENSG00000197406
DIP2A	ENSG00000160305
DIP2B	ENSG00000066084
DIP2C	ENSG00000151240
DIRAS1	ENSG00000176490
DIRAS2	ENSG00000165023
DIRAS3	ENSG00000162595
DIRC2	ENSG00000138463
DKC1	ENSG00000130826
DLG2	ENSG00000150672
DLG3	ENSG00000082458
DLG4	ENSG00000132535
DLG5	ENSG00000151208
DLGAP1	ENSG00000170579
DLGAP3	ENSG00000116544
DLK2	ENSG00000171462
DLL1	ENSG00000198719
DLL3	ENSG00000090932
DLL4	ENSG00000128917
DLX1	ENSG00000144355
DLX3	ENSG00000064195
DLX6	ENSG00000006377
DMAP1	ENSG00000178028
DMBT1	ENSG00000187908
DMC1	ENSG00000100206
DMTF1	ENSG00000135164
DMWD	ENSG00000185800
DNAAF3	ENSG00000167646
DNAH2	ENSG00000183914
DNAJA2	ENSG00000069345
DNAJB11	ENSG00000090520
DNAJB14	ENSG00000164031
DNAJB5	ENSG00000137094
DNAJC14	ENSG00000135392
DNAJC25	ENSG00000059769
DNAJC5	ENSG00000101152
DNAJC7	ENSG00000168259
DNAJC8	ENSG00000126698
DND1	ENSG00000256453
DNM1	ENSG00000106976
DNM1L	ENSG00000087470
DNM2	ENSG00000079805
DNM3	ENSG00000197959
DNMT1	ENSG00000130816
DNMT3A	ENSG00000119772
DNMT3B	ENSG00000088305
DNTTIP1	ENSG00000101457
DOK1	ENSG00000115325
DOLPP1	ENSG00000167130
DOPEY1	ENSG00000083097
DOT1L	ENSG00000104885
DPEP3	ENSG00000141096
DPF1	ENSG00000011332
DPF2	ENSG00000133884
DPM2	ENSG00000136908
DPP8	ENSG00000074603
DPP9	ENSG00000142002
DPPA5	ENSG00000203909
DPY19L1	ENSG00000173852
DPY19L2	ENSG00000177990
DPY30	ENSG00000162961
DPYSL2	ENSG00000092964
DPYSL5	ENSG00000157851
DR1	ENSG00000117505
DRAM1	ENSG00000136048
DRAP1	ENSG00000175550
DRD1	ENSG00000184845
DRD2	ENSG00000149295
DRG1	ENSG00000185721
DRG2	ENSG00000108591
DROSHA	ENSG00000113360
DSCAML1	ENSG00000177103
DTX2	ENSG00000091073
DTX3	ENSG00000178498
DUOX2	ENSG00000140279
DUS1L	ENSG00000169718
DUSP1	ENSG00000120129
DUSP14	ENSG00000161326
DUSP2	ENSG00000158050
DUSP21	ENSG00000189037
DUSP4	ENSG00000120875
DUSP5	ENSG00000138166
DUSP6	ENSG00000139318
DUSP7	ENSG00000164086
DUSP8	ENSG00000184545
DUT	ENSG00000128951
DVL3	ENSG00000161202
DYNC1H1	ENSG00000197102
DYNC1I1	ENSG00000158560
DYNLL1	ENSG00000088986
DYNLL2	ENSG00000264364
DYNLRB1	ENSG00000125971
DYRK1A	ENSG00000157540
DZIP1	ENSG00000134874
E2F1	ENSG00000101412
E2F3	ENSG00000112242
E2F4	ENSG00000205250
E2F5	ENSG00000133740
E2F6	ENSG00000169016
EBF1	ENSG00000164330
EBF3	ENSG00000108001
EBF4	ENSG00000088881
ECE1	ENSG00000117298
ECEL1	ENSG00000171551
EDA	ENSG00000158813
EDARADD	ENSG00000186197
EDC4	ENSG00000038358
EDF1	ENSG00000107223
EDNRA	ENSG00000151617
EED	ENSG00000074266
EEF1A1	ENSG00000156508
EEF1A2	ENSG00000101210
EEF1G	ENSG00000254772
EEFSEC	ENSG00000132394
EFHD1	ENSG00000115468
EFHD2	ENSG00000142634
EFNA3	ENSG00000143590
EFNA5	ENSG00000184349
EFNB2	ENSG00000125266
EFTUD1	ENSG00000140598
EFTUD2	ENSG00000108883
EGLN1	ENSG00000135766
EGLN2	ENSG00000269858
EGLN3	ENSG00000129521
EGR1	ENSG00000120738
EGR2	ENSG00000122877
EHBP1	ENSG00000115504
EHBP1L1	ENSG00000173442
EHD1	ENSG00000110047
EHMT1	ENSG00000181090
EHMT2	ENSG00000204371
EIF1	ENSG00000173812
EIF1AX	ENSG00000173674
EIF1B	ENSG00000114784
EIF2AK3	ENSG00000172071
EIF2AK4	ENSG00000128829
EIF2B1	ENSG00000111361
EIF2S1	ENSG00000134001
EIF2S2	ENSG00000125977
EIF2S3	ENSG00000130741
EIF3A	ENSG00000107581
EIF3B	ENSG00000106263
EIF3C	ENSG00000184110
EIF3D	ENSG00000100353
EIF3E	ENSG00000104408
EIF3G	ENSG00000130811
EIF3H	ENSG00000147677
EIF3I	ENSG00000084623
EIF3L	ENSG00000100129
EIF3M	ENSG00000149100
EIF4A1	ENSG00000161960
EIF4A2	ENSG00000156976
EIF4A3	ENSG00000141543
EIF4B	ENSG00000063046
EIF4E	ENSG00000151247
EIF4E2	ENSG00000135930
EIF4E3	ENSG00000163412
EIF4ENIF1	ENSG00000184708
EIF4G1	ENSG00000114867
EIF4G3	ENSG00000075151
EIF4H	ENSG00000106682
EIF5A	ENSG00000132507
EIF5A2	ENSG00000163577
EIF5B	ENSG00000158417
ELAVL1	ENSG00000066044
ELAVL3	ENSG00000196361
ELAVL4	ENSG00000162374
ELF3	ENSG00000163435
ELFN2	ENSG00000166897
ELK1	ENSG00000126767
ELL	ENSG00000105656
ELMO1	ENSG00000155849
ELMO2	ENSG00000062598
ELOF1	ENSG00000130165
ELOVL1	ENSG00000066322
ELOVL6	ENSG00000170522
EMC3	ENSG00000125037
EMC6	ENSG00000127774
EMC7	ENSG00000134153
EMILIN1	ENSG00000138080
EML1	ENSG00000066629
EML3	ENSG00000149499
EML5	ENSG00000165521
EMR2	ENSG00000127507
EMX1	ENSG00000135638
EN2	ENSG00000164778
ENC1	ENSG00000171617
ENDOD1	ENSG00000149218
ENO2	ENSG00000111674
ENOPH1	ENSG00000145293
ENOX1	ENSG00000120658
ENSA	ENSG00000143420
ENY2	ENSG00000120533
EOMES	ENSG00000163508
EP400	ENSG00000183495
EP400NL	ENSG00000185684
EPB41L1	ENSG00000088367
EPB41L3	ENSG00000082397
EPB41L4B	ENSG00000095203
EPC1	ENSG00000120616
EPC2	ENSG00000135999
EPHA10	ENSG00000183317
EPHA2	ENSG00000142627
EPHA4	ENSG00000116106
EPHB2	ENSG00000133216
EPHB3	ENSG00000182580
EPM2AIP1	ENSG00000178567
EPOR	ENSG00000187266
EPRS	ENSG00000136628
EPS15L1	ENSG00000127527
ERAS	ENSG00000187682
ERBB2	ENSG00000141736
ERF	ENSG00000105722
ERG	ENSG00000157554
ERGIC1	ENSG00000113719
ERGIC3	ENSG00000125991
ERH	ENSG00000100632
ERI3	ENSG00000117419
ERLIN1	ENSG00000107566
ERLIN2	ENSG00000147475
ERMP1	ENSG00000099219
ESCO1	ENSG00000141446
ESM1	ENSG00000164283
ESPL1	ENSG00000135476
ESRRA	ENSG00000173153
ESRRG	ENSG00000196482
ESYT2	ENSG00000117868
ETF1	ENSG00000120705
ETHE1	ENSG00000105755
ETNK1	ENSG00000139163
ETS1	ENSG00000134954
ETS2	ENSG00000157557
ETV2	ENSG00000105672
ETV3	ENSG00000117036
ETV3L	ENSG00000253831
ETV5	ENSG00000244405
ETV6	ENSG00000139083
EVA1B	ENSG00000142694
EVI5L	ENSG00000142459
EVX1	ENSG00000106038
EXOC1	ENSG00000090989
EXOC2	ENSG00000112685
EXOC3L1	ENSG00000179044
EXOC3L2	ENSG00000130201
EXOC3L4	ENSG00000205436
EXOC6B	ENSG00000144036
EXOC8	ENSG00000116903
EXT1	ENSG00000182197
EXTL3	ENSG00000012232
EYA2	ENSG00000064655
EYA3	ENSG00000158161
EYA4	ENSG00000112319
EZH1	ENSG00000108799
EZH2	ENSG00000106462
F12	ENSG00000131187
F2	ENSG00000180210
F2R	ENSG00000181104
F8	ENSG00000185010
F9	ENSG00000101981
FA2H	ENSG00000103089
FADD	ENSG00000168040
FADS1	ENSG00000149485
FADS2	ENSG00000134824
FADS3	ENSG00000221968
FAF1	ENSG00000185104
FAF2	ENSG00000113194
FAHD2B	ENSG00000144199
FAM102A	ENSG00000167106
FAM105B	ENSG00000154124
FAM110A	ENSG00000125898
FAM110B	ENSG00000169122
FAM110C	ENSG00000184731
FAM110D	ENSG00000197245
FAM115A	ENSG00000198420
FAM120A	ENSG00000048828
FAM120AOS	ENSG00000188938
FAM120C	ENSG00000184083
FAM122A	ENSG00000187866
FAM122B	ENSG00000156504
FAM127A	ENSG00000134590
FAM127B	ENSG00000203950
FAM129C	ENSG00000167483
FAM135B	ENSG00000147724
FAM153C	ENSG00000204677
FAM163B	ENSG00000196990
FAM168B	ENSG00000152102
FAM172A	ENSG00000113391
FAM181B	ENSG00000182103
FAM189B	ENSG00000160767
FAM193A	ENSG00000125386
FAM199X	ENSG00000123575
FAM19A2	ENSG00000198673
FAM19A5	ENSG00000219438
FAM219A	ENSG00000164970
FAM32A	ENSG00000105058
FAM45A	ENSG00000119979
FAM46A	ENSG00000112773
FAM46C	ENSG00000183508
FAM49A	ENSG00000197872
FAM49B	ENSG00000153310
FAM50A	ENSG00000071859
FAM50B	ENSG00000145945
FAM58A	ENSG00000147382
FAM60A	ENSG00000139146
FAM65A	ENSG00000039523
FAM72B	ENSG00000188610
FAM72D	ENSG00000215784
FAM76A	ENSG00000009780
FAM78A	ENSG00000126882
FAM78B	ENSG00000188859
FAM83D	ENSG00000101447
FAM83F	ENSG00000133477
FAM83G	ENSG00000188522
FAM84B	ENSG00000168672
FAM86B1	ENSG00000186523
FAM86B2	ENSG00000145002
FAM89B	ENSG00000176973
FAM98C	ENSG00000130244
FAR1	ENSG00000197601
FASTK	ENSG00000164896
FAT3	ENSG00000165323
FAU	ENSG00000149806
FBN1	ENSG00000166147
FBRS	ENSG00000156860
FBXL14	ENSG00000171823
FBXL15	ENSG00000107872
FBXL16	ENSG00000127585
FBXL17	ENSG00000145743
FBXL19	ENSG00000099364
FBXL2	ENSG00000153558
FBXL20	ENSG00000108306
FBXL3	ENSG00000005812
FBXL5	ENSG00000118564
FBXL6	ENSG00000182325
FBXL7	ENSG00000183580
FBXL8	ENSG00000135722
FBXO11	ENSG00000138081
FBXO18	ENSG00000134452
FBXO21	ENSG00000135108
FBXO25	ENSG00000147364
FBXO28	ENSG00000143756
FBXO3	ENSG00000110429
FBXO31	ENSG00000103264
FBXO32	ENSG00000156804
FBXO33	ENSG00000165355
FBXO38	ENSG00000145868
FBXO42	ENSG00000037637
FBXO45	ENSG00000174013
FBXO46	ENSG00000177051
FBXO8	ENSG00000164117
FBXW11	ENSG00000072803
FBXW2	ENSG00000119402
FBXW7	ENSG00000109670
FCGR1B	ENSG00000198019
FCGR2A	ENSG00000143226
FCGR2B	ENSG00000072694
FCGR3B	ENSG00000162747
FCHO1	ENSG00000130475
FCRLB	ENSG00000162746
FDX1	ENSG00000137714
FEM1B	ENSG00000169018
FEM1C	ENSG00000145780
FERMT3	ENSG00000149781
FEZF2	ENSG00000153266
FGD1	ENSG00000102302
FGD3	ENSG00000127084
FGF10	ENSG00000070193
FGF11	ENSG00000161958
FGF12	ENSG00000114279
FGF13	ENSG00000129682
FGF14	ENSG00000102466
FGF17	ENSG00000158815
FGF18	ENSG00000156427
FGF20	ENSG00000078579
FGF4	ENSG00000075388
FGF7	ENSG00000140285
FGF8	ENSG00000107831
FGF9	ENSG00000102678
FGFR1	ENSG00000077782
FGFR2	ENSG00000066468
FGFR3	ENSG00000068078
FGR	ENSG00000000938
FHOD1	ENSG00000135723
FHOD3	ENSG00000134775
FIBCD1	ENSG00000130720
FIP1L1	ENSG00000145216
FKBP15	ENSG00000119321
FKBP1A	ENSG00000088832
FKBP1B	ENSG00000119782
FKBP2	ENSG00000173486
FKBP6	ENSG00000077800
FKBP8	ENSG00000105701
FKBP9	ENSG00000122642
FKRP	ENSG00000181027
FLI1	ENSG00000151702
FLNA	ENSG00000196924
FLNB	ENSG00000136068
FLNC	ENSG00000128591
FLOT1	ENSG00000137312
FLOT2	ENSG00000132589
FLT4	ENSG00000037280
FLVCR1	ENSG00000162769
FMNL1	ENSG00000184922
FMR1	ENSG00000102081
FNBP1	ENSG00000187239
FNBP4	ENSG00000109920
FNDC4	ENSG00000115226
FNIP1	ENSG00000217128
FOLH1	ENSG00000086205
FOS	ENSG00000170345
FOSB	ENSG00000125740
FOSL2	ENSG00000075426
FOXB1	ENSG00000171956
FOXI2	ENSG00000186766
FOXK1	ENSG00000164916
FOXK2	ENSG00000141568
FOXN1	ENSG00000109101
FOXO1	ENSG00000150907
FOXO6	ENSG00000204060
FOXP1	ENSG00000114861
FOXP2	ENSG00000128573
FOXP4	ENSG00000137166
FOXRED2	ENSG00000100350
FPGS	ENSG00000136877
FRAT1	ENSG00000165879
FRAT2	ENSG00000181274
FRG1B	ENSG00000149531
FRG2	ENSG00000205097
FRG2B	ENSG00000225899
FRMD4A	ENSG00000151474
FRMD5	ENSG00000171877
FRMPD2	ENSG00000170324
FRMPD3	ENSG00000147234
FRMPD4	ENSG00000169933
FRY	ENSG00000073910
FRYL	ENSG00000075539
FSCN1	ENSG00000075618
FST	ENSG00000134363
FTH1	ENSG00000167996
FUBP1	ENSG00000162613
FURIN	ENSG00000140564
FUS	ENSG00000089280
FUT3	ENSG00000171124
FUT4	ENSG00000196371
FUT8	ENSG00000033170
FUT9	ENSG00000172461
FXR1	ENSG00000114416
FXR2	ENSG00000129245
FXYD1	ENSG00000266964
FXYD7	ENSG00000221946
FYN	ENSG00000010810
FZD3	ENSG00000104290
FZD7	ENSG00000155760
FZR1	ENSG00000105325
G3BP2	ENSG00000138757
G6PD	ENSG00000160211
GAB2	ENSG00000033327
GABARAP	ENSG00000170296
GABARAPL2	ENSG00000034713
GABBR1	ENSG00000204681
GABBR2	ENSG00000136928
GABPA	ENSG00000154727
GABPB1	ENSG00000104064
GABRA1	ENSG00000022355
GABRA2	ENSG00000151834
GABRA3	ENSG00000011677
GABRA4	ENSG00000109158
GABRA5	ENSG00000186297
GABRB1	ENSG00000163288
GABRB2	ENSG00000145864
GABRB3	ENSG00000166206
GABRD	ENSG00000187730
GABRG2	ENSG00000113327
GABRG3	ENSG00000182256
GAD1	ENSG00000128683
GADD45A	ENSG00000116717
GADD45B	ENSG00000099860
GADD45G	ENSG00000130222
GADD45GIP1	ENSG00000179271
GAK	ENSG00000178950
GAL3ST1	ENSG00000128242
GAL3ST3	ENSG00000175229
GALNT1	ENSG00000141429
GALNT12	ENSG00000119514
GALR3	ENSG00000128310
GALT	ENSG00000213930
GANAB	ENSG00000089597
GAPDH	ENSG00000111640
GAPDHS	ENSG00000105679
GAPVD1	ENSG00000165219
GAS6	ENSG00000183087
GAS7	ENSG00000007237
GATA1	ENSG00000102145
GATA2	ENSG00000179348
GATA3	ENSG00000107485
GATA4	ENSG00000136574
GATA5	ENSG00000130700
GATAD2B	ENSG00000143614
GATM	ENSG00000171766
GBA	ENSG00000177628
GBX1	ENSG00000164900
GCC2	ENSG00000135968
GCH1	ENSG00000131979
GCK	ENSG00000106633
GCLC	ENSG00000001084
GCLM	ENSG00000023909
GCM1	ENSG00000137270
GCN1L1	ENSG00000089154
GDF1	ENSG00000130283
GDF11	ENSG00000135414
GDF15	ENSG00000130513
GDF5	ENSG00000125965
GDF5OS	ENSG00000204183
GDF6	ENSG00000156466
GDI1	ENSG00000203879
GFI1	ENSG00000162676
GFOD1	ENSG00000145990
GFPT1	ENSG00000198380
GFRA2	ENSG00000168546
GFRA3	ENSG00000146013
GGNBP2	ENSG00000005955
GGT2	ENSG00000133475
GGT7	ENSG00000131067
GGTLC2	ENSG00000100121
GHSR	ENSG00000121853
GID4	ENSG00000141034
GID8	ENSG00000101193
GIMAP1	ENSG00000213203
GIT1	ENSG00000108262
GJA3	ENSG00000121743
GJB1	ENSG00000169562
GJD2	ENSG00000159248
GJD3	ENSG00000183153
GK	ENSG00000198814
GLA	ENSG00000102393
GLDN	ENSG00000186417
GLE1	ENSG00000119392
GLI3	ENSG00000106571
GLIS1	ENSG00000174332
GLRA1	ENSG00000145888
GLRA2	ENSG00000101958
GLRX5	ENSG00000182512
GLS	ENSG00000115419
GLTPD2	ENSG00000182327
GLTSCR1	ENSG00000063169
GLUD1	ENSG00000148672
GLUD2	ENSG00000182890
GLYR1	ENSG00000140632
GMDS	ENSG00000112699
GMEB1	ENSG00000162419
GMEB2	ENSG00000101216
GMIP	ENSG00000089639
GMPPB	ENSG00000173540
GNA11	ENSG00000088256
GNA12	ENSG00000146535
GNA13	ENSG00000120063
GNA15	ENSG00000060558
GNAI1	ENSG00000127955
GNAI2	ENSG00000114353
GNAI3	ENSG00000065135
GNAL	ENSG00000141404
GNAO1	ENSG00000087258
GNAQ	ENSG00000156052
GNAS	ENSG00000087460
GNAT1	ENSG00000114349
GNAZ	ENSG00000128266
GNB1	ENSG00000078369
GNB2	ENSG00000172354
GNB2L1	ENSG00000204628
GNB4	ENSG00000114450
GNG2	ENSG00000186469
GNG3	ENSG00000162188
GNG8	ENSG00000167414
GNL1	ENSG00000204590
GNMT	ENSG00000124713
GOLGA6A	ENSG00000159289
GOLGA6C	ENSG00000167195
GOLGA6D	ENSG00000140478
GOLGA7	ENSG00000147533
GOLGA8A	ENSG00000175265
GOLGA8B	ENSG00000215252
GOLGA8F	ENSG00000153684
GOLGA8H	ENSG00000261794
GOLGA8I	ENSG00000153666
GOLGA8K	ENSG00000249931
GOLGA8M	ENSG00000188626
GOLGA8S	ENSG00000261739
GOLGA8T	ENSG00000261247
GOLPH3	ENSG00000113384
GOLT1B	ENSG00000111711
GON4L	ENSG00000116580
GORASP2	ENSG00000115806
GOT1	ENSG00000120053
GPAT2	ENSG00000186281
GPATCH8	ENSG00000186566
GPC2	ENSG00000213420
GPC3	ENSG00000147257
GPC4	ENSG00000076716
GPHN	ENSG00000171723
GPM6A	ENSG00000150625
GPM6B	ENSG00000046653
GPN2	ENSG00000142751
GPR12	ENSG00000132975
GPR124	ENSG00000020181
GPR125	ENSG00000152990
GPR137	ENSG00000173264
GPR137B	ENSG00000077585
GPR137C	ENSG00000180998
GPR155	ENSG00000163328
GPR157	ENSG00000180758
GPR158	ENSG00000151025
GPR162	ENSG00000250510
GPR173	ENSG00000184194
GPR25	ENSG00000170128
GPR26	ENSG00000154478
GPR34	ENSG00000171659
GPR4	ENSG00000177464
GPR45	ENSG00000135973
GPR6	ENSG00000146360
GPR61	ENSG00000156097
GPR68	ENSG00000119714
GPR85	ENSG00000164604
GPR88	ENSG00000181656
GPR89A	ENSG00000117262
GPR89B	ENSG00000188092
GPS1	ENSG00000169727
GPT2	ENSG00000166123
GPX1	ENSG00000233276
GRAMD1B	ENSG00000023171
GRAMD4	ENSG00000075240
GRAP	ENSG00000154016
GRASP	ENSG00000161835
GRB10	ENSG00000106070
GRB14	ENSG00000115290
GRB2	ENSG00000177885
GREB1	ENSG00000196208
GREM1	ENSG00000166923
GREM2	ENSG00000180875
GRIA1	ENSG00000155511
GRIA2	ENSG00000120251
GRIA3	ENSG00000125675
GRIA4	ENSG00000152578
GRID1	ENSG00000182771
GRIK2	ENSG00000164418
GRIK3	ENSG00000163873
GRIK5	ENSG00000105737
GRIN1	ENSG00000176884
GRIN2A	ENSG00000183454
GRIN2B	ENSG00000273079
GRIN3A	ENSG00000198785
GRINA	ENSG00000178719
GRIPAP1	ENSG00000068400
GRK5	ENSG00000198873
GRK6	ENSG00000198055
GRM1	ENSG00000152822
GRM2	ENSG00000164082
GRM3	ENSG00000198822
GRM4	ENSG00000124493
GRM5	ENSG00000168959
GRM6	ENSG00000113262
GSC	ENSG00000133937
GSK3A	ENSG00000105723
GSK3B	ENSG00000082701
GSPT1	ENSG00000103342
GSPT2	ENSG00000189369
GSTM2	ENSG00000213366
GSTT2	ENSG00000099984
GSX1	ENSG00000169840
GSX2	ENSG00000180613
GTF2A1	ENSG00000165417
GTF2B	ENSG00000137947
GTF2H2	ENSG00000145736
GTF2H2C	ENSG00000183474
GTF2I	ENSG00000077809
GTF3C1	ENSG00000077235
GTF3C2	ENSG00000115207
GTF3C3	ENSG00000119041
GTF3C4	ENSG00000125484
GTPBP1	ENSG00000100226
GTPBP2	ENSG00000172432
GUCY1B3	ENSG00000061918
GUCY2D	ENSG00000132518
GZF1	ENSG00000125812
H1F0	ENSG00000189060
H2AFJ	ENSG00000246705
H2AFV	ENSG00000105968
H2AFX	ENSG00000188486
H2AFY	ENSG00000113648
H2AFY2	ENSG00000099284
H2AFZ	ENSG00000164032
H3F3A	ENSG00000163041
H3F3B	ENSG00000132475
HABP4	ENSG00000130956
HACE1	ENSG00000085382
HAND2	ENSG00000164107
HAPLN2	ENSG00000132702
HAPLN4	ENSG00000187664
HAS1	ENSG00000105509
HAS2	ENSG00000170961
HAS3	ENSG00000103044
HBA2	ENSG00000188536
HBEGF	ENSG00000113070
HBG1	ENSG00000213934
HBG2	ENSG00000196565
HBP1	ENSG00000105856
HBQ1	ENSG00000086506
HCAR2	ENSG00000182782
HCAR3	ENSG00000255398
HCFC1	ENSG00000172534
HCFC2	ENSG00000111727
HCN1	ENSG00000164588
HCN2	ENSG00000099822
HCN4	ENSG00000138622
HCRT	ENSG00000161610
HCST	ENSG00000126264
HDAC1	ENSG00000116478
HDAC2	ENSG00000196591
HDAC3	ENSG00000171720
HDAC4	ENSG00000068024
HDAC5	ENSG00000108840
HDAC6	ENSG00000094631
HDAC7	ENSG00000061273
HDAC8	ENSG00000147099
HDLBP	ENSG00000115677
HECA	ENSG00000112406
HECTD1	ENSG00000092148
HECTD2	ENSG00000165338
HECTD3	ENSG00000126107
HECTD4	ENSG00000173064
HECW2	ENSG00000138411
HELLS	ENSG00000119969
HELZ	ENSG00000198265
HEPACAM	ENSG00000165478
HERC1	ENSG00000103657
HERC2	ENSG00000128731
HERC3	ENSG00000138641
HERC4	ENSG00000148634
HERC5	ENSG00000138646
HES1	ENSG00000114315
HES2	ENSG00000069812
HES3	ENSG00000173673
HES4	ENSG00000188290
HES7	ENSG00000179111
HEXIM1	ENSG00000186834
HGS	ENSG00000185359
HHEX	ENSG00000152804
HIAT1	ENSG00000156875
HIATL1	ENSG00000148110
HIATL2	ENSG00000196312
HIF1A	ENSG00000100644
HIF1AN	ENSG00000166135
HIGD2A	ENSG00000146066
HIPK1	ENSG00000163349
HIRA	ENSG00000100084
HIST1H2AC	ENSG00000180573
HIST1H2AE	ENSG00000168274
HIST1H2AI	ENSG00000196747
HIST1H2AJ	ENSG00000182611
HIST1H2BC	ENSG00000180596
HIST1H2BD	ENSG00000158373
HIST1H2BK	ENSG00000197903
HIST1H2BN	ENSG00000233822
HIST1H3D	ENSG00000197409
HIST1H3F	ENSG00000256316
HIST1H3G	ENSG00000256018
HIST1H3H	ENSG00000203813
HIST1H3I	ENSG00000182572
HIST1H3J	ENSG00000197153
HIST1H4A	ENSG00000196176
HIST1H4G	ENSG00000124578
HIST1H4I	ENSG00000198339
HIST1H4J	ENSG00000197238
HIST1H4K	ENSG00000197914
HIST1H4L	ENSG00000198558
HIST2H2AB	ENSG00000184270
HIST2H2AC	ENSG00000184260
HIST2H2BE	ENSG00000184678
HIST2H2BF	ENSG00000203814
HIST2H3D	ENSG00000183598
HIST3H2A	ENSG00000181218
HIST3H2BB	ENSG00000196890
HIVEP2	ENSG00000010818
HK1	ENSG00000156515
HLA-A	ENSG00000206503
HLA-DPB1	ENSG00000223865
HLA-DQA1	ENSG00000196735
HLA-DQB1	ENSG00000179344
HLA-DRB1	ENSG00000196126
HLA-DRB5	ENSG00000198502
HLA-E	ENSG00000204592
HLF	ENSG00000108924
HM13	ENSG00000101294
